,Unnamed: 0,stars,name,latitude,longitude,city,region,country,cuisine,url,url_status,min_price,max_price,currency
554,554,2,Steirereck im Stadtpark,48.20229000000001,16.3805,Wien,Austria,Austria,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,200,68,165,EUR
555,555,2,Baumé,37.4285,-122.14272,South San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,200,75,150,USD
556,556,2,Commis,37.82476,-122.25505,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,200,75,150,USD
557,557,2,Californios,37.75555,-122.417145,San Francisco,California,United States,Mexican,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,200,75,150,USD
558,558,2,Lazy Bear,37.760204,-122.41969,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,200,75,150,USD
559,559,2,Saison,37.76327,-122.41543,San Francisco,California,United States,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,200,75,150,USD
560,560,2,Campton Place,37.78923,-122.40665,San Francisco,California,United States,Indian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,200,75,150,USD
561,561,2,Coi,37.79812,-122.40331,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,200,75,150,USD
562,562,2,Acquerello,37.79167,-122.42131,San Francisco,California,United States,Italian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,200,75,150,USD
563,563,2,Urasawa,34.067352,-118.40067,Los Angeles,California,United States,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,200,75,150,USD
564,564,2,Sushi Ginza Onodera,34.08238,-118.37654,Los Angeles,California,United States,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,200,75,150,USD
565,565,2,Somni,34.070095,-118.37649,Los Angeles,California,United States,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,200,75,150,USD
566,566,2,Providence,34.083523,-118.33019,Los Angeles,California,United States,Seafood,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,200,75,150,USD
567,567,2,n/naka,34.02526,-118.41206,Los Angeles,California,United States,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,200,75,150,USD
568,568,2,Vespertine,34.024204,-118.38166,Los Angeles,California,United States,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,200,75,150,USD
569,569,2,Smyth,41.885,-87.660736,Chicago,Chicago,United States,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,200,75,150,USD
570,570,2,Oriole,41.88619600000001,-87.64513000000002,Chicago,Chicago,United States,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,200,75,150,USD
571,571,2,Acadia,41.85904,-87.62562,Chicago,Chicago,United States,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,200,75,150,USD
572,572,2,KOKS,62.13667,-7.022025,Leynar,Denmark,Denmark,Creative,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,200,"1,400","1,400",DKK
573,573,2,Henne Kirkeby Kro,55.72682,8.242021000000001,Henne,Denmark,Denmark,Classic cuisine,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,200,695,"1,295",DKK
574,574,2,a‚o‚c,55.68305,12.58921,København,Denmark,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,200,"1,700","2,000",DKK
575,575,2,noma,55.68332,12.61006,København,Denmark,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,200,"2,500","2,500",DKK
576,576,2,Kadeau Copenhagen,55.67219,12.58848,København,Denmark,Denmark,Modern cuisine,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,200,"1,950","1,950",DKK
577,577,2,Spondi,37.96525,23.742971,Athína,Greece,Greece,French,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,200,79,140,EUR
578,578,2,Sun Tung Lok,22.30099,114.17221,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,200,298,"1,200",HKD
579,579,2,Yan Toh Heen,22.293337,114.17395,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,200,350,"2,000",HKD
580,580,2,Tin Lung Heen,22.30357,114.16007,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,200,450,"2,098",HKD
581,581,2,Tenku RyuGin,22.30331,114.16021,Hong Kong,Hong Kong,China,Japanese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,200,"2,380",N/A,N/A
582,582,2,Forum,22.281616,114.1824,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,200,200,"2,000",HKD
583,583,2,Sushi Saito,22.286467,114.15677,Hong Kong,Hong Kong,China,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,200,"1,480",N/A,N/A
584,584,2,Pierre,22.282127,114.15948,Hong Kong,Hong Kong,China,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,200,558,"2,100",HKD
585,585,2,Ying Jee Club,22.284338,114.156654,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,200,300,"1,200",HKD
586,586,2,Écriture,22.28315,114.1554,Hong Kong,Hong Kong,China,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,200,488,"2,400",HKD
587,587,2,Ta Vie,22.282766,114.15529,Hong Kong,Hong Kong,China,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,200,"2,080",N/A,N/A
588,588,2,Amber,22.280596,114.15764,Hong Kong,Hong Kong,China,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032,200,618,"2,500",HKD
589,589,2,Kashiwaya,22.280643,114.15674,Hong Kong,Hong Kong,China,Japanese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,200,680,"4,000",HKD
590,590,2,Onyx,47.49712,19.05067,Budapest,Hungary,Hungary,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,200,"18,900","36,900",HUF
591,591,2,Feng Wei Ju,22.18996,113.54794,Macau,Macau,China,Hunanese and Sichuan,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,200,150,550,MOP
592,592,2,Golden Flower,22.18753,113.54806,Macau,Macau,China,Chinese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,200,250,"2,000",MOP
593,593,2,Mizumi (Macau),22.188755,113.54488,Macau,Macau,China,Japanese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,200,250,"1,800",MOP
594,594,2,The Tasting Room,22.14958,113.56505,Macau,Macau,China,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,200,488,"2,638",MOP
595,595,2,Alain Ducasse at Morpheus,22.14293,113.563774,Macau,Macau,China,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,200,"1,400","2,100",MOP
596,596,2,L'Atelier de Joël Robuchon,40.742905,-74.00769,New York,New York City,United States,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,200,75,150,USD
597,597,2,Jungsik,40.718685,-74.00910999999998,New York,New York City,United States,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,200,75,150,USD
598,598,2,Atera,40.716797,-74.00565,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,200,75,150,USD
599,599,2,Jean-Georges,40.76907,-73.98155,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,200,75,150,USD
600,600,2,Marea,40.76749,-73.98114,New York,New York City,United States,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,200,75,150,USD
601,601,2,Gabriel Kreuther,40.75397,-73.982025,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,200,75,150,USD
602,602,2,Ichimura at Uchū,40.721832,-73.99011999999998,New York,New York City,United States,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,200,75,150,USD
603,603,2,Sushi Ginza Onodera,40.75239600000001,-73.981575,New York,New York City,United States,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,200,75,150,USD
604,604,2,Ko,40.72909,-73.98448,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,200,75,150,USD
605,605,2,The Modern,40.76106,-73.97628,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,200,75,150,USD
606,606,2,Aquavit,40.76078,-73.97214,New York,New York City,United States,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,200,75,150,USD
607,607,2,Daniel,40.7666,-73.96745,New York,New York City,United States,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,200,75,150,USD
608,608,2,Aska,40.71222,-73.96642,New York,New York City,United States,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,200,75,150,USD
609,609,2,Blanca,40.70492,-73.93354000000002,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,200,75,150,USD
610,610,2,Patrick Guilbaud,53.33893000000001,-6.25283,City Centre,Ireland,Ireland,Modern French,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,200,52,203,EUR
611,611,2,Oro,-22.98601,-43.22471,Rio de Janeiro - 22441,Rio de Janeiro,Brasil,creative,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,200,335,435,BRL
612,612,2,Tuju,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,Brasil,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,200,210,550,BRL
613,613,2,D.O.M.,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,Brasil,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,200,375,645,BRL
614,614,2,Kojima,37.52559,127.04193,Seoul,South Korea,South Korea,Sushi,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,200,"200,000","380,000",KRW
615,615,2,Jungsik,37.525585,127.04107,Seoul,South Korea,South Korea,Korean contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,200,"66,000","200,000",KRW
616,616,2,Kwonsooksoo,37.526752,127.03571,Seoul,South Korea,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,200,"66,000","185,000",KRW
617,617,2,Mingles,37.52219,127.0392,Seoul,South Korea,South Korea,Korean contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,200,"75,000","150,000",USD
618,618,2,Alla Prima,37.51844000000001,127.03008,Seoul,South Korea,South Korea,Innovative,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,200,"60,000","138,000",KRW
619,619,2,Waku Ghin,1.283175,103.8598,Singapore,Singapore,Singapore,Japanese contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,200,450,N/A,N/A
620,620,2,Odette,1.2896458999999998,103.8516,Singapore,Singapore,Singapore,French contemporary,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,200,128,328,SGD
621,621,2,Shoukouwa,1.2863698,103.854,Singapore,Singapore,Singapore,Sushi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,200,180,480,SGD
622,622,2,Shisen Hanten,1.302395,103.8365,Singapore,Singapore,Singapore,Chinese,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,200,45,110,SGD
623,623,2,Les Amis,1.3066648,103.8314,Singapore,Singapore,Singapore,French,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,200,85,365,SGD
624,624,2,Fäviken Magasinet,63.43626,13.29337,Järpen,Sweden,Sweden,Creative,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,200,"3,000","3,000",SEK
625,625,2,Gastrologik,59.33365,18.0807,Stockholm,Sweden,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,200,"1,595","1,595",SEK
626,626,2,Oaxen Krog,59.322342000000006,18.101831,Stockholm,Sweden,Sweden,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,200,"2,100","2,100",SEK
627,627,2,Vollmers,55.604427,12.995848,Malmö,Sweden,Sweden,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,200,"1,600","1,600",SEK
628,628,2,Daniel Berlin,55.61246,13.99265,Skåne-Tranås,Sweden,Sweden,Creative,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin,200,"1,150","1,950",SEK
629,629,2,RAW,25.082666,121.559525,Taipei,Taipei,Taiwan,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,200,"1,850","3,500",TWD
630,630,2,Shoun RyuGin,25.08258,121.5595,Taipei,Taipei,Taiwan,Japanese contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,200,"4,200","6,500",TWD
631,631,2,Taïrroir,25.082718,121.559296,Taipei,Taipei,Taiwan,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,200,"1,650","2,600",TWD
632,632,2,Sushi Amamoto,25.037945,121.55487,Taipei,Taipei,Taiwan,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,200,"3,000",N/A,N/A
633,633,2,The Guest House,25.04486,121.52198,Taipei,Taipei,Taiwan,Sichuan-Huai Yang,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,200,"1,200","3,280",TWD
634,634,2,Gaggan,13.737679,100.542145,Bangkok,Thailand,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,200,"6,500",N/A,N/A
635,635,2,Sühring,13.710947,100.545654,Bangkok,Thailand,Thailand,European contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,200,"2,000","4,400",THB
636,636,2,Mezzaluna,13.722148,100.51691,Bangkok,Thailand,Thailand,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,200,"6,500",N/A,N/A
637,637,2,Le Normandie,13.723197,100.513855,Bangkok,Thailand,Thailand,French contemporary,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,200,"1,800","7,500",THB
638,638,2,minibar,38.896294,-77.02386,"Washington, D.C.",Washington DC,United States,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,200,75,150,USD
639,639,2,Pineapple and Pearls,38.880707,-76.99514,"Washington, D.C.",Washington DC,United States,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,200,75,150,USD
640,640,2,Andrew Fairlie at Gleneagles,56.28339,-3.75149,Auchterarder,United Kingdom,United Kingdom,Creative French,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,200,110,155,GBP
641,641,2,L'Enclume,54.201885,-2.953807,Cartmel,United Kingdom,United Kingdom,Creative,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,200,59,155,GBP
642,642,2,Raby Hunt,54.56647,-1.689258,Summerhouse,United Kingdom,United Kingdom,Modern British,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,200,150,180,GBP
643,643,2,Moor Hall,53.54162,-2.8895495,Aughton,United Kingdom,United Kingdom,Modern British,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,200,70,135,GBP
644,644,2,Restaurant Sat Bains,52.924380000000006,-1.1733198,Nottingham,United Kingdom,United Kingdom,Creative,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,200,95,135,GBP
645,645,2,Restaurant Nathan Outlaw,50.594086,-4.82854,Port Isaac,United Kingdom,United Kingdom,Seafood,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,200,140,140,GBP
646,646,2,Belmond Le Manoir aux Quat' Saisons,51.71674,-1.09187,Great Milton,United Kingdom,United Kingdom,French,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,200,105,190,GBP
647,647,2,Midsummer House,52.21243,0.12779,Cambridge,United Kingdom,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,200,50,135,GBP
648,648,2,Hand and Flowers,51.57031,-0.78113,Marlow,United Kingdom,United Kingdom,Modern British,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,200,30,75,GBP
649,649,2,Ledbury,51.51674000000001,-0.20007,North Kensington,United Kingdom,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,200,80,150,GBP
650,650,2,CORE by Clare Smyth,51.51261,-0.2030516,North Kensington,United Kingdom,United Kingdom,Modern British,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth,200,70,145,GBP
651,651,2,Le Gavroche,51.51127,-0.15517,Mayfair,United Kingdom,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,200,70,180,GBP
652,652,2,Kitchen Table at Bubbledogs,51.52041,-0.13647,Bloomsbury,United Kingdom,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,200,150,150,GBP
653,653,2,Hélène Darroze at The Connaught,51.5101,-0.1495701,Mayfair,United Kingdom,United Kingdom,Modern cuisine,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/helene-darroze-at-the-connaught,200,60,185,GBP
654,654,2,Dinner by Heston Blumenthal,51.50208,-0.16011,Hyde Park,United Kingdom,United Kingdom,Traditional British,https://guide.michelin.com/gb/en/greater-london/hyde-park/restaurant/dinner-by-heston-blumenthal,200,45,105,GBP
655,655,2,Umu,51.5113,-0.14455,Mayfair,United Kingdom,United Kingdom,Japanese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu,200,50,200,GBP
656,656,2,Sketch (The Lecture Room & Library),51.51287,-0.14136,Mayfair,United Kingdom,United Kingdom,Modern French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,200,114,126,GBP
657,657,2,Greenhouse,51.50769,-0.14926,Mayfair,United Kingdom,United Kingdom,Creative,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/greenhouse69393,200,45,155,GBP
658,658,2,Claude Bosi at Bibendum,51.49341,-0.16908929999999994,Chelsea,United Kingdom,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/claude-bosi-at-bibendum,200,65,185,GBP
659,659,3,Amador,48.25406,16.35915,Wien,Austria,Austria,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador,200,69,235,EUR
660,660,3,Manresa,37.22761,-121.98071000000002,South San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,200,75,150,USD
661,661,3,Benu,37.78521,-122.39876,San Francisco,California,United States,Asian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,200,75,150,USD
662,662,3,Quince,37.79762,-122.40337,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,200,75,150,USD
663,663,3,Atelier Crenn,37.79835,-122.43586,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,200,75,150,USD
664,664,3,The French Laundry,38.40443,-122.36474,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,200,75,150,USD
665,665,3,The Restaurant at Meadowood,38.52025,-122.46479,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,200,75,150,USD
666,666,3,SingleThread,38.612164,-122.869705,San Francisco,California,United States,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,200,75,150,USD
667,667,3,Alinea,41.91328,-87.64798,Chicago,Chicago,United States,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,200,75,150,USD
668,668,3,Geranium,55.70393000000001,12.57197,København,Denmark,Denmark,Creative,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium,200,"2,500","2,500",DKK
669,669,3,T'ang Court,22.296572,114.1698,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,200,360,"1,700",HKD
670,670,3,Bo Innovation,22.27614,114.171,Hong Kong,Hong Kong,China,Innovative,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation,200,750,"2,680",HKD
671,671,3,Lung King Heen,22.28665,114.15674,Hong Kong,Hong Kong,China,Cantonese,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,200,600,"2,980",HKD
672,672,3,Caprice,22.286646,114.15662,Hong Kong,Hong Kong,China,French,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,200,550,"2,600",HKD
673,673,3,8½ Otto e Mezzo - Bombana,22.28189,114.15839,Hong Kong,Hong Kong,China,Italian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,200,580,"1,380",HKD
674,674,3,L'Atelier de Joël Robuchon,22.281199,114.15816,Hong Kong,Hong Kong,China,French contemporary,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,200,598,"2,080",HKD
675,675,3,Sushi Shikon,22.28511,114.15208,Hong Kong,Hong Kong,China,Sushi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,200,"3,500",N/A,N/A
676,676,3,The Eight,22.190475,113.54341,Macau,Macau,China,Chinese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,200,410,"3,080",MOP
677,677,3,Robuchon au Dôme,22.189949,113.54395,Macau,Macau,China,French contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,200,688,"3,400",MOP
678,678,3,Jade Dragon,22.149137,113.56715,Macau,Macau,China,Cantonese,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,200,300,"2,000",MOP
679,679,3,Maaemo,59.910477,10.760408,Oslo,Norway,Norway,Modern cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,200,"2,800","2,800",NOK
680,680,3,Masa,40.76855,-73.98335,New York,New York City,United States,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,200,75,150,USD
681,681,3,Per Se,40.76828,-73.98292,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,200,75,150,USD
682,682,3,Le Bernardin,40.76177,-73.98223,New York,New York City,United States,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,200,75,150,USD
683,683,3,Eleven Madison Park,40.7417,-73.98711999999998,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,200,75,150,USD
684,684,3,Chef's Table at Brooklyn Fare,40.68872,-73.98581,New York,New York City,United States,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,200,75,150,USD
685,685,3,La Yeon,37.555813,127.00517,Seoul,South Korea,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,200,"103,000","270,000",KRW
686,686,3,Gaon,37.52265,127.03595,Seoul,South Korea,South Korea,Korean,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,200,"220,000","290,000",KRW
687,687,3,Frantzén,59.33418,18.05812,Stockholm,Sweden,Sweden,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,200,"3,200","3,200",SEK
688,688,3,Le Palais,25.049496,121.51673999999998,Taipei,Taipei,Taiwan,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,200,"1,100","2,800",TWD
689,689,3,The Inn at Little Washington,38.713623,-78.16208,"Washington, D.C.",Washington DC,United States,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,200,75,150,USD
690,690,3,Fat Duck,51.50828,-0.7023199999999999,Bray,United Kingdom,United Kingdom,Creative,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,200,325,325,GBP
691,691,3,Waterside Inn,51.50773,-0.70121,Bray,United Kingdom,United Kingdom,Classic French,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,200,64,175,GBP
692,692,3,Alain Ducasse at The Dorchester,51.50712,-0.1525201,Mayfair,United Kingdom,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester,200,70,185,GBP
693,693,3,The Araki,51.511826,-0.140389,Mayfair,United Kingdom,United Kingdom,Japanese,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,200,310,310,GBP
694,694,3,Gordon Ramsay,51.48546,-0.1620201,Chelsea,United Kingdom,United Kingdom,French,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,200,70,185,GBP
